department,section,segment,avg_consum_mean,avg_consum_std,qty_customers_count
1,1,1,298.52800157335065,81.39431322743724,3
1,1,2,149.97166951497397,,1
1,1,3,347.9300130208333,,1
1,1,104,249.19317626953125,,1
1,1,105,254.97041829427084,,1
1,1,204,284.0945739746094,97.03790417584416,2
1,1,205,362.0030924479167,,1
1,2,102,138.2721735636393,99.02418556720849,2
1,2,202,352.05150349934894,24.376323741989445,2
1,3,104,225.1275838216146,,1
1,3,201,139.3238321940104,,1
1,4,1,195.32512919108072,184.64251567671488,3
1,4,104,273.37716420491535,103.89106901643214,4
1,4,202,309.13592529296875,,1
1,4,203,29.350916544596355,,1
1,5,102,244.3808390299479,,1
1,5,105,321.7662048339844,3.8600417115810317,2
1,5,106,180.66991170247394,31.662003756038782,2
1,5,201,275.00133260091144,49.06107160266906,2
1,6,101,233.02566189236111,16.9420336849503,3
1,6,202,151.38058471679688,,1
1,6,203,93.80250040690105,,1
1,7,1,47.32316589355469,,1
1,7,9,159.2339579264323,139.66295465125705,2
1,7,103,364.1435953776042,,1
1,7,104,299.6930847167969,58.58508869526689,2
1,7,203,191.39874267578125,,1
1,7,206,280.7756754557292,,1
1,7,207,98.8683369954427,,1
1,7,208,249.4544881184896,,1
1,7,303,247.90958658854166,,1
1,8,1,356.9011637369792,,1
1,8,2,206.718994140625,,1
1,8,4,153.03091891606647,211.3490342504263,2
1,8,105,274.8177519298735,80.00853305038189,7
1,8,114,214.0430908203125,,1
1,8,314,202.18892415364584,,1
1,9,4,364.79150390625,,1
1,9,6,272.5410563151042,131.54395838760993,2
1,9,9,305.4829915364583,,1
1,9,11,271.4804280598958,,1
1,9,15,147.46358235677084,,1
1,9,18,270.54200236002606,12.79132171111146,2
1,9,21,260.75441487630206,,1
1,9,29,316.0819142659505,49.48671890798528,4
1,9,30,391.2965901692708,,1
1,9,33,206.39925130208331,9.647047227540593,2
1,9,38,193.83520992218504,86.97398235776133,21
1,9,59,137.4564412434896,41.61068375834673,3
1,9,60,201.28687690286074,88.85779814686327,17
1,9,61,256.61182556152346,80.26984148512561,10
1,9,117,225.9446081864206,99.93041524868192,19
1,9,217,401.36474609375,,1
1,9,255,339.63983154296875,,1
1,10,5,204.54595129830494,156.8672626912562,7
1,10,6,345.4977620442708,,1
1,10,8,194.441324101554,110.60088970522624,24
1,10,9,298.5367431640625,,1
1,10,12,194.5167715890067,69.11677757523503,7
1,10,21,256.47608439127606,118.94926622331768,2
1,10,40,374.0714111328125,10.390694764428128,2
1,10,45,245.41949462890625,,1
1,10,52,266.2050476074219,61.03116140858776,2
1,10,55,143.50816853841147,,1
1,10,57,251.45575777689615,112.38566064276593,13
1,10,58,230.24539245956245,108.0055824339581,29
1,10,59,303.42653401692706,71.47380446783323,2
1,10,101,272.8590494791667,110.42397703742384,2
1,10,102,183.15046183268228,142.52933237188478,2
1,10,110,223.9158292134603,120.5942652575314,10
1,10,111,337.94191487630206,,1
1,10,117,320.82366943359375,,1
1,10,118,302.628662109375,,1
1,10,123,229.07950846354166,,1
1,10,124,353.615478515625,,1
1,10,126,337.6411539713542,,1
1,10,128,211.6435550230521,103.83111200393934,180
1,10,129,291.9019707573785,66.5360770724918,3
1,10,130,179.17915852864584,,1
1,10,132,369.0575764973958,,1
1,10,136,252.8205769856771,,1
1,10,138,285.69072129991315,81.16522533328595,3
1,10,139,132.86920674641928,40.745078946033274,2
1,10,146,331.6821695963542,,1
1,10,148,374.8279215494792,,1
1,10,149,199.374755859375,,1
1,10,150,225.79608154296875,,1
1,10,168,295.2097727457682,50.24115658890608,8
1,10,201,249.49251708984374,111.05742965565125,25
1,10,202,169.49624972873264,54.1997030975824,3
1,10,203,189.70096299913195,79.91337846685565,15
1,10,207,220.36848156540484,115.56332237411964,36
1,10,210,244.6840616861979,91.18030651453155,3
1,10,211,361.0965983072917,,1
1,10,213,46.183502197265625,,1
1,10,214,122.67191569010417,,1
1,10,217,247.59595489501953,110.23405207377303,4
1,10,218,216.7715047200521,,1
1,10,219,288.9768880208333,145.50296469028433,3
1,10,220,277.78733317057294,,1
1,10,224,383.1890869140625,,1
1,10,225,257.1956787109375,,1
1,10,227,317.2587483723958,,1
1,10,228,212.1803639729818,86.94974738535144,8
1,10,230,151.8376668294271,,1
1,10,231,132.42674763997397,,1
1,10,235,23.326416015625,,1
1,10,236,344.0854899088542,,1
1,10,237,309.69651285807294,,1
1,10,238,15.521834055582682,,1
1,10,239,226.2539265950521,,1
1,10,246,204.66817220052084,,1
1,10,316,369.2962646484375,,1
1,10,319,244.80950927734375,,1
1,10,320,191.75283304850262,84.93590080323253,2
1,10,338,310.30694580078125,106.39427976207057,2
1,10,419,303.4776204427083,39.696208203110515,2
1,10,428,273.20479329427087,91.74575256327111,2
1,11,1,302.7968343098958,,1
1,11,2,333.1847330729167,,1
1,11,4,232.69283718532986,106.72476725942929,3
1,11,12,183.3487548828125,,1
1,11,18,369.5325113932292,,1
1,11,20,207.5566609700521,,1
1,11,28,271.3158365885417,,1
1,11,31,266.1181640625,,1
1,11,32,376.0711669921875,,1
1,11,59,231.3470492892795,100.44885798510606,9
1,11,60,229.0171941121419,123.86452898543077,8
1,11,61,340.58367919921875,,1
1,11,62,256.2362976074219,5.63877089125769,2
1,11,69,232.82750108506943,86.20124771366329,3
1,11,73,342.5542907714844,3.8954028050901024,2
1,11,78,249.85965983072916,,1
1,11,79,193.24247354174418,96.74658672588149,21
1,11,80,121.02100022633871,77.36707119462366,4
1,11,81,201.71836547851564,68.13836731311515,5
1,11,82,201.5210652669271,109.51595636073078,5
1,11,83,368.2033284505208,26.070240224355068,3
1,11,84,226.41340149773487,158.18192404159527,6
1,11,85,173.499755859375,,1
1,11,88,215.6934560139974,184.8438943197717,2
1,11,92,215.63467461722237,149.24341028148967,7
1,11,94,347.453857421875,,1
1,11,95,316.4601643880208,,1
1,11,99,254.13889567057296,36.12266081231035,3
1,11,107,366.60258992513025,42.85055297368562,2
1,11,111,133.6995849609375,,1
1,11,129,27.922332763671875,,1
1,11,136,257.0315755208333,,1
1,11,163,151.58016967773438,,1
1,11,186,152.52477010091147,79.86536417814158,4
1,11,187,231.62737019856772,41.252312109372845,2
1,11,189,281.0011664496528,45.56282372099363,3
1,11,207,210.0238240559896,,1
1,11,209,400.9359944661458,,1
1,11,211,377.5181681315104,38.15064932595406,2
1,11,286,197.6223552449544,111.34855804721161,25
1,11,287,222.24515787760419,137.51982515235792,5
1,11,289,234.6264953613281,93.53225425880737,4
1,12,2,211.99014354887464,123.38071539401867,7
1,12,3,253.34092742321536,86.26010912239934,17
1,12,5,218.15125478108726,95.21618037122556,10
1,12,8,200.6311001925387,98.18977421453948,39
1,12,9,189.2019805908203,17.68460141508896,4
1,12,10,266.84854846530493,101.25479696726421,12
1,12,13,311.03216552734375,,1
1,12,18,263.2281768798828,78.1807206377551,10
1,12,21,390.66650390625,,1
1,12,22,325.9802652994792,,1
1,12,24,145.81375122070312,,1
1,12,31,301.3922526041667,,1
1,12,33,328.0871276855469,107.88498434730272,2
1,12,34,194.93616739908853,71.2490001683698,6
1,12,104,172.63562057957503,87.54807553503224,11
1,12,106,209.96254189809164,119.38460897980124,8
1,12,112,236.05066267649332,107.7917702395696,16
1,12,116,182.29269557529025,103.98853748255384,12
1,12,117,292.423095703125,,1
1,12,127,290.39475504557294,,1
1,12,128,245.45450846354166,,1
1,12,135,96.77246754964192,63.38999903928261,5
1,12,136,210.42641962899106,114.2462055624622,24
1,12,204,287.6775675455729,100.29200072490835,10
1,12,216,231.60361453228526,131.23130499159234,24
1,12,219,188.2248440366803,93.22664188621785,22
1,12,220,304.3232930501302,97.18976410386752,2
1,12,227,293.68975830078125,,1
1,12,228,263.3410333792368,184.5132484904357,4
1,12,229,181.6544189453125,,1
1,12,235,239.5168341434364,103.33474455645728,44
1,12,236,207.22915464459047,75.64999358865256,11
1,13,7,136.9280802408854,,1
1,13,20,317.5479329427083,,1
1,13,21,197.46486160490247,104.36253887555658,24
1,13,24,264.7725016276042,,1
1,13,27,362.7108154296875,,1
1,13,28,223.53753662109375,92.7703347294527,7
1,13,45,35.734832763671875,,1
1,13,46,338.1282450358073,30.310254745340327,2
1,13,48,303.8821614583333,,1
1,13,51,352.5553385416667,,1
1,13,139,361.2732340494792,,1
1,13,240,246.08575439453125,,1
1,13,352,104.21908569335938,,1
1,14,2,264.60508219401044,,1
1,14,6,158.3553263346354,,1
1,14,9,299.33489990234375,58.533390241241825,4
1,14,10,260.68087638051884,108.60689415377479,19
1,14,17,127.66841634114583,,1
1,14,18,318.2767690022786,83.85217819919339,4
1,14,24,377.4377170138889,5.481418634146361,3
1,14,26,308.5498453776042,,1
1,14,105,131.76320616404217,175.97630573857816,2
1,14,111,170.29425048828125,,1
1,14,119,177.91925048828125,,1
1,14,120,177.69822134290422,90.13963570811325,28
1,14,122,344.451416015625,,1
1,14,205,334.0834147135417,,1
1,14,207,341.6195882161458,,1
1,14,208,223.89951176113553,96.27088562684129,12
1,14,212,332.6683349609375,,1
1,14,214,200.11665852864584,,1
1,14,220,233.7521291662146,101.3368054309446,27
1,14,222,295.93149820963544,18.07800659645363,2
1,15,2,251.18987528483072,114.90160787178618,2
1,15,103,221.19315973917642,252.93078972999547,2
1,15,104,333.22658284505206,,1
1,15,105,185.28204345703125,37.84736105363601,2
1,15,107,347.2511698404948,46.10242128083422,2
1,15,110,300.6371188693576,77.31449575677546,3
1,15,114,237.2095743815104,,1
1,15,204,231.8879597981771,78.92814740307871,2
1,15,205,310.5361735026042,,1
1,15,206,294.9879964192708,22.508990422800093,2
1,15,207,296.7711893717448,95.71251206551577,4
1,15,208,261.9235026041667,,1
1,15,209,224.55445353190103,98.12717758430337,6
1,15,211,78.19066365559895,,1
1,15,212,362.89963785807294,53.58897474836882,2
1,15,306,181.90729522705078,219.3337461590539,2
1,15,312,349.8592529296875,,1
1,16,5,81.33150227864583,,1
1,16,7,244.92999267578125,,1
1,16,8,184.73883056640625,,1
1,16,15,195.4385782877604,,1
1,16,17,339.50950113932294,,1
1,16,19,238.61808268229166,,1
1,16,28,210.17142740885416,,1
1,16,41,248.86307779947916,,1
1,16,42,254.92941284179688,23.99178263967181,2
1,16,125,53.1689198811849,,1
1,16,226,286.2133382161458,,1
1,16,227,199.5179506499192,77.19024568212751,29
1,17,6,279.9046698676215,84.49172213645242,3
1,17,10,73.36316426595052,,1
1,17,12,361.1970418294271,27.436151675967963,2
1,17,17,251.80342342979034,101.50033770470513,19
1,17,20,183.88318139495271,102.57193584402775,11
1,17,27,368.0327555338542,,1
1,17,32,223.02571614583331,9.867960552164215,2
1,17,35,243.83817927042648,90.67109985676608,16
1,17,36,185.6350309583876,148.81423024459716,3
1,17,37,176.58325056596235,115.6501101808994,11
1,17,42,337.1301676432292,,1
1,17,44,237.8286641438802,75.9299496255659,2
1,17,118,217.06000551970104,113.56130932937624,23
1,17,122,198.03470300745082,78.9058475437123,9
1,17,123,347.4264322916667,,1
1,17,124,167.03791809082034,75.78470962917466,8
1,17,128,176.8080037434896,,1
1,17,130,226.89049411349825,68.94218535282086,15
1,17,134,166.34254568594474,99.32567093424962,9
1,17,138,200.752197265625,97.43484141591341,9
1,17,139,208.906450398763,105.11869936230975,15
1,17,140,114.6325429280599,34.6810542207124,2
1,17,141,198.2185991075304,76.70681031716752,36
1,17,202,344.7475992838542,,1
1,17,203,202.06171671549478,42.29576647649976,2
1,17,204,260.88625081380206,,1
1,17,208,253.64801025390625,,1
1,17,214,275.49786885579425,160.25661245116848,2
1,17,216,240.3677232530382,102.94097189677942,6
1,17,218,219.48598098754886,79.44210353608806,8
1,17,219,185.3792521158854,,1
1,17,222,190.33193778991696,54.42880495677795,16
1,17,223,80.7625020345052,,1
1,17,224,202.82733154296875,,1
1,17,234,175.20665154090295,112.82599839318948,13
1,17,238,211.899169921875,,1
1,17,239,240.9247097439236,90.36462532181412,12
1,17,240,223.78000340317232,108.63444102910309,11
1,17,241,257.9464882744683,131.42060190796687,6
1,17,303,177.06524658203125,,1
1,17,341,289.55482991536456,,1
1,17,430,205.96776087834292,91.8768988741692,65
1,17,633,178.69803873697919,62.64760072012952,2
1,18,31,195.89599609375,,1
1,18,102,286.9164225260417,,1
1,18,103,348.0103352864583,,1
1,18,104,255.46830240885419,157.58117456520256,2
1,18,105,344.4977620442708,,1
1,18,106,206.93466186523438,103.90109249169427,2
1,18,108,193.75390625,,1
1,18,109,327.8400065104167,,1
1,18,111,323.0524088541667,,1
1,18,112,139.23829594364872,62.11069296010723,9
1,18,114,11.457749684651693,,1
1,18,115,291.2442626953125,,1
1,18,119,196.7506103515625,72.0375683578118,3
1,18,120,233.85017903645834,,1
1,18,121,10.013458569844563,2.740333243079468,2
1,18,122,203.44745483398438,62.85167512770212,5
1,18,123,391.8912353515625,,1
1,18,124,291.0781656901042,,1
1,18,125,339.16257731119794,,1
1,18,128,253.73592122395834,,1
1,18,202,267.2285410563151,98.02905109513542,4
1,18,203,177.7593739827474,91.33526608579339,2
1,18,204,196.2109171549479,,1
1,18,205,311.73516845703125,,1
1,18,206,337.7907307942708,,1
1,18,207,320.5127970377604,4.8085045000097475,2
1,18,209,218.56282552083334,,1
1,18,211,270.273444281684,130.10401634195196,6
1,18,212,185.41141764322919,16.265585113685784,2
1,18,213,177.07383219401044,46.71606141249749,2
1,18,216,147.6421939002143,107.43732021493929,12
1,18,218,236.89083862304688,187.62583268386916,2
1,18,220,177.9190877278646,,1
1,18,221,394.076171875,,1
1,18,224,319.9342854817708,78.81323104223644,2
1,18,225,267.39990234375,,1
1,18,228,81.90258280436198,,1
1,18,230,337.28232828776044,,1
1,18,301,119.68133544921875,,1
1,18,306,297.25583902994794,,1
1,18,319,241.8660888671875,87.58845257313415,3
1,18,321,181.54604085286456,119.50993664533881,2
1,19,3,145.7752482096354,,1
1,19,13,91.68807983398438,,1
1,19,15,310.11672634548614,76.39719142015662,3
1,19,101,394.5115152994792,,1
1,19,102,385.1617431640625,,1
1,19,104,135.82283528645834,,1
1,19,105,194.40226236979166,,1
1,19,107,244.91265869140625,,1
1,19,112,257.6569112141927,27.917640869887425,2
1,19,202,262.87217246161566,225.01654869021363,3
1,19,204,193.37650553385416,,1
1,19,207,219.26929728190106,3.2072569357199963,2
1,19,214,308.6108805338542,37.55166865494404,2
1,20,2,260.4740905761719,36.36733097262831,2
1,20,4,306.24219767252606,92.27724792522866,2
1,20,6,399.610595703125,,1
1,20,9,206.9102579752604,,1
1,20,10,297.6768391927083,,1
1,20,12,384.5447591145833,,1
1,20,13,217.00645955403644,68.4448203843362,2
1,20,28,222.71796671549478,193.33249169565948,2
1,20,29,393.6493326822917,,1
1,20,34,247.81290690104166,,1
1,20,37,206.52706376711524,88.76049247808781,12
1,20,39,58.41208521525065,33.43425018845648,2
1,20,40,234.7753336959415,107.60515644788194,24
1,20,41,213.71200010511612,75.07348713921682,12
1,20,42,308.3887634277344,75.78735436158642,2
1,20,43,219.52604166666669,32.713413649899046,2
1,20,46,265.31858317057294,,1
1,20,48,147.0705539385478,93.6201117869574,8
1,20,49,202.3252695210775,97.65783464588154,25
1,20,121,269.24033610026044,,1
1,20,125,83.21033064524332,114.99135076294985,2
1,20,130,381.80153401692706,6.485063424966614,2
1,20,132,295.8140055338542,,1
1,20,217,322.91623942057294,,1
1,20,222,345.13450113932294,33.23600400091999,2
1,20,225,342.7362467447917,,1
1,20,238,209.2111343383789,94.59892332720473,20
1,20,245,384.01409912109375,2.9915370019657215,2
1,21,2,319.13283284505206,,1
1,21,7,311.5690104166667,,1
1,21,14,402.8489990234375,,1
1,21,16,362.4512532552083,,1
1,21,27,183.27628580729169,56.85591971377517,2
1,21,33,186.70849609375,12.507411548214408,2
1,21,34,205.1068318684896,,1
1,21,35,221.97749837239584,,1
1,21,37,156.20991643269858,202.7250393931519,2
1,21,40,321.90000406901044,85.37925957471685,2
1,21,43,342.8566487630208,,1
1,21,45,351.5904947916667,,1
1,21,129,338.092041015625,19.607654420143447,2
1,21,136,163.78358968098956,55.150214501003255,2
1,21,141,74.06099955240886,,1
1,21,146,256.3661702473958,,1
1,21,204,346.60611300998266,24.32592494981982,3
1,21,206,396.9911702473958,,1
1,21,215,407.4210611979167,,1
1,21,225,293.3524169921875,,1
1,21,228,363.0485432942708,43.55266776974291,2
1,21,229,67.01766967773438,,1
1,21,244,391.701904296875,,1
1,21,246,262.9919704861111,33.28646093501758,3
1,22,6,197.51120905081427,94.27672275654263,32
1,22,7,31.309916178385418,,1
1,22,8,169.08779398600262,108.44455423081557,2
1,22,10,362.71435546875,,1
1,22,15,263.40516888653787,118.00213494754155,9
1,22,16,182.90785245542173,75.36601854489665,18
1,22,17,249.95882161458337,28.6007968015945,6
1,22,21,261.23414357503253,98.93710298617489,12
1,22,22,238.4851119429977,80.27152937470419,27
1,22,24,225.388916015625,62.622962779965654,3
1,22,26,203.61368370056155,112.65889759713356,8
1,22,27,204.39217662811276,123.23691509680961,14
1,22,29,229.86284455798923,66.12957088263168,14
1,22,31,262.816172281901,13.886393492197078,2
1,22,32,211.01419745551212,123.34160964932896,3
1,22,33,227.12270041073066,104.33761675181042,17
1,22,101,359.3684895833333,,1
1,22,102,308.5036214192708,9.098165919540627,4
1,22,103,205.860595703125,,1
1,22,105,207.5501511032517,76.73359156163394,37
1,22,118,397.6285807291667,,1
1,22,119,239.98356080666565,76.95222521775027,26
1,22,123,244.16041437784833,94.73100520442873,8
1,22,125,260.63380432128906,145.00437428986905,4
1,22,134,201.31779526219222,91.33384312767005,11
1,22,202,215.70940520546648,112.92133415082827,22
1,22,203,242.3906200348385,81.94526658341958,21
1,22,204,322.10203806559247,62.102479586586774,8
1,22,218,216.11958741305165,107.02802620845827,19
1,22,219,381.1609293619792,,1
1,22,223,244.5493445763221,101.98864359028798,26
1,22,225,204.0079142252604,103.8669999044175,5
1,22,228,199.95340983072916,,1
1,22,230,362.0658365885417,,1
1,22,234,243.74555257161455,85.13200240201972,10
1,23,105,276.25270589192706,136.78232028145624,2
1,23,106,251.97172546386724,66.43226691063525,10
1,23,107,292.32248942057294,,1
1,23,108,275.74058024088544,83.82550060671409,2
1,23,110,404.8994140625,,1
1,23,112,243.23471291859946,96.34531719758512,32
1,23,205,309.96372477213544,18.823429473294876,3
1,23,206,215.13708311138734,111.87263079025303,11
1,23,207,244.01290486653647,130.2103931139488,5
1,23,210,125.59633382161458,,1
1,23,211,334.0566813151042,,1
1,23,212,253.18981323242187,106.4539937946031,5
1,24,3,222.42582194010416,,1
1,24,4,300.0428466796875,,1
1,24,5,333.1266682942708,100.44886863153489,2
1,24,27,297.4181722005208,154.67183987743974,2
1,24,101,170.22245002515388,78.606323446168,11
1,24,102,237.92315673828125,,1
1,24,106,249.57737731933594,166.96860260071267,2
1,24,108,198.81814236111111,182.8496267542737,3
1,24,110,355.7454833984375,,1
1,24,111,208.37708536783853,125.25552289629088,3
1,24,113,203.670166015625,,1
1,24,114,91.31150309244792,,1
1,24,115,280.9178602430556,32.21899714362745,3
1,24,116,350.464599609375,,1
1,24,117,365.1422526041667,,1
1,24,126,343.87682088216144,62.50881777908733,2
1,24,202,327.67075602213544,,1
1,24,206,83.02474975585938,,1
1,24,207,249.4538370768229,,1
1,24,208,213.07271321614581,120.81573637504951,2
1,24,210,48.690582275390625,,1
1,24,211,268.2719319661458,,1
1,24,213,336.69158935546875,,1
1,24,215,275.4529486762153,66.6151823477987,3
1,24,216,243.21075439453125,203.41717921027842,2
1,24,217,286.06882731119794,,1
1,24,220,337.2245686848958,,1
1,24,225,382.8860677083333,,1
1,24,318,185.29874674479166,,1
1,99,2,125.68741861979167,,1
1,99,6,113.67024739583333,,1
1,99,26,290.9985046386719,133.16341878525296,2
1,99,40,279.95957438151044,,1
1,99,46,274.5744222005208,,1
1,99,50,232.1284899030413,134.96517405988075,7
1,99,52,219.00163777669272,97.93808427398947,3
1,99,53,288.0224914550781,31.65446542690992,2
1,99,58,266.8633728027344,101.70887732762506,2
1,99,71,119.2689208984375,,1
1,99,77,360.146240234375,,1
1,99,151,261.32248942057294,,1
1,99,155,303.72165934244794,,1
1,99,204,219.32340494791666,,1
1,99,210,54.00916544596354,,1
1,99,251,207.56758626302084,,1
1,99,267,202.7752482096354,,1
2,6,105,394.3107503255208,,1
2,7,12,301.2884114583333,,1
2,7,105,349.3179931640625,,1
2,7,304,323.0625,,1
3,1,5,77.30900065104167,,1
3,1,6,83.55841573079427,,1
3,1,9,59.481541872024536,83.4800251373022,2
3,1,10,131.96811252170139,69.97944902963508,3
3,1,12,220.28383255004883,256.54364186093403,2
3,1,13,186.91328938802081,37.56415581082927,2
3,1,17,24.19116719563802,,1
3,1,20,299.2880588107639,29.996714952469787,3
3,1,21,157.43741861979166,76.402316206943,3
3,1,22,141.3580860296885,178.94344241870226,4
3,1,23,155.15166219075522,,1
3,1,24,205.461181640625,,1
3,1,28,137.29283650716147,,1
3,1,102,210.7767537434896,,1
3,1,103,121.75724283854167,,1
3,1,114,166.17557779947919,93.11006069663338,4
3,1,125,39.75249989827474,,1
3,1,201,205.9092368474083,94.24593359479279,21
3,1,202,345.219482421875,,1
3,1,203,186.98990885416666,,1
3,1,214,163.56080457899307,34.48174624372395,3
3,1,301,125.86385938856337,114.27821094859571,3
3,1,302,60.53658548990885,,1
3,2,1,286.9310709635417,,1
3,2,2,226.61021931966144,24.464654545140583,2
3,2,5,212.71280585394967,116.09446112068112,3
3,2,11,241.15269639756943,112.31909177474216,3
3,2,12,50.032501220703125,,1
3,2,13,146.86941782633463,146.23510807615466,2
3,2,14,223.8755086263021,,1
3,2,15,32.694165547688804,,1
3,2,16,226.61358642578125,,1
3,2,20,89.19141642252605,,1
3,2,117,245.34154129028323,158.53614592153,4
3,2,118,189.2028478964781,93.29603898236107,39
3,2,119,221.88634527297248,120.66483485473164,7
3,2,123,61.28095881144206,48.66373584105946,2
3,2,217,285.1405436197917,76.49746784274991,2
3,3,1,205.89872105916342,181.68531326468786,3
3,3,2,187.26904296875,104.52931708326872,4
3,3,5,125.12549845377605,,1
3,3,6,55.17074743906657,69.34501547793428,2
3,3,107,73.30269524786208,108.91532458076239,3
3,3,108,178.67425028483075,37.04473760021459,2
3,4,1,227.46798502604165,94.62163080964045,5
3,4,2,211.84107055664063,116.61517024363049,5
3,4,3,364.6046549479167,,1
3,4,4,61.68633460998535,73.37057988951837,2
3,4,5,189.50079600016275,37.90905340532697,4
3,4,6,235.84711074829104,96.74003609774945,16
3,4,7,264.7506815592448,106.24707139478171,6
3,4,8,232.50570127699112,156.3823397546374,6
3,4,9,211.8063654218401,97.46850634927014,63
3,4,10,212.09245978461368,119.53360747742441,6
3,4,11,179.62007649739584,89.0243869755039,2
3,4,13,163.21348571777344,92.13350762191584,6
3,4,14,141.3927219443851,139.55784435850603,3
3,4,15,174.8871587117513,135.5714509894155,2
3,4,16,207.92891438802084,,1
3,4,17,236.18929545084634,99.4660589713597,2
3,4,18,119.01140796436982,77.64047177151726,17
3,4,19,113.2273941040039,34.51160168454141,4
3,4,20,188.12792107997797,108.55020933822298,13
3,4,21,141.2768325805664,65.33252486252675,4
3,4,22,195.3421466968678,109.79632375149977,9
3,4,23,210.31098022460938,107.50012898112493,10
3,4,24,181.32058048248288,189.82910664927994,4
3,4,26,175.98599751790366,66.23150796899317,2
3,4,27,229.12521362304688,89.89542934205839,5
3,4,29,136.17613309224447,97.4392232746285,10
3,4,30,224.8611933390299,125.5797728678405,4
3,4,32,236.60668436686194,101.23005192682079,15
3,4,33,213.29253133138022,58.6041954592658,8
3,4,36,255.63923876213303,96.68084906623181,11
3,4,37,231.79114726945468,106.31833536151693,17
3,4,39,199.33591245593448,106.72502649868464,55
3,4,48,87.15438486735026,52.81448879017765,5
3,4,49,227.01320393880212,101.77765429539328,9
3,4,51,294.9770100911458,,1
