department,section,segment,avg_consum_mean,avg_consum_std,qty_customers_count
3,4,52,207.97757975260416,,1
3,4,53,182.67505645751953,153.260871743241,4
3,4,54,53.864501953125,,1
3,4,55,263.3254733615451,121.86661108116228,3
3,4,56,191.1546576605903,91.92893117356641,15
3,4,58,154.92803955078125,107.67438587379627,2
3,4,128,152.46958333795718,90.12239201193515,22
3,4,131,196.6892822265625,137.62137953805723,5
3,4,134,202.5766398111979,63.341607912971114,6
3,4,135,260.79493640718005,124.64473741868554,7
3,4,138,201.5215619576944,113.49918537609803,37
3,4,140,158.02570430437726,107.32652848257054,4
3,4,141,198.33403354220923,84.55357813858497,6
3,4,143,174.6646728515625,,1
3,4,144,94.08599853515625,,1
3,4,145,265.51520792643225,79.23129743113772,4
3,4,147,273.4930826822917,150.2962131750775,3
3,4,159,237.99753146701389,93.9187128402319,3
3,4,228,146.29287351346485,79.95010570932628,17
3,4,231,180.16024925595235,101.66893108115734,7
3,4,234,188.88162655300565,128.0935498393726,6
3,4,235,198.6707240513393,105.21943856605128,7
3,4,238,228.9981153439253,120.05979289078822,13
3,4,240,220.51223849341983,102.88316113720367,70
3,4,241,203.06850179036456,85.97763134585827,4
3,4,243,228.27799479166669,130.92636207176648,2
3,4,244,252.9595947265625,,1
3,4,245,203.38121032714844,57.498684554067,2
3,4,246,177.3188730875651,18.168919708915144,2
3,4,247,208.00984700520834,,1
3,4,257,293.8790079752604,37.95868088340537,2
3,4,259,166.04961547851562,79.20884744409923,5
3,4,338,188.403561546689,71.93885621218429,7
3,4,342,210.3473358154297,71.95236608545942,2
3,4,344,191.28495025634766,184.09980336776837,3
3,4,357,255.0533955891927,66.65359785344745,8
3,4,457,181.26018850008649,144.94515353630314,4
3,4,557,111.05575222439238,15.095638008102863,3
3,5,1,102.6370849609375,,1
3,5,2,203.82858784993488,140.51673516265978,2
3,5,3,236.02421061197916,71.20429481535218,2
3,5,4,214.0,,1
3,5,5,130.6687757703993,16.39565705096817,3
3,5,6,207.61935940304312,96.03061086184996,37
3,5,7,157.8357920020518,97.03939958380516,33
3,5,8,233.3598429361979,,1
3,5,9,388.7205810546875,,1
3,5,10,201.85648759945417,96.92480573417687,43
3,5,11,290.5894368489583,,1
3,5,13,108.46946207682291,24.781911744145866,2
3,5,14,231.3552449544271,,1
3,5,112,371.711669921875,,1
3,5,212,248.052001953125,98.44718329758518,2
3,5,216,157.0104522705078,53.808688383623384,4
3,6,1,191.7034454345703,130.62466968957614,3
3,6,2,175.77855428059897,61.342529477091794,3
3,6,3,197.0128377278646,,1
3,6,4,75.61316935221355,,1
3,6,5,97.3619613647461,67.53948360000301,2
3,6,6,238.6498718261719,104.67401701225768,7
3,6,7,157.84999932183158,51.26176822068198,3
3,6,9,175.40408325195312,95.24809430591793,7
3,6,10,394.9864908854167,,1
3,6,13,99.48379262288411,25.103531535342597,2
3,6,14,115.81108432345918,79.45748562294021,3
3,6,15,182.0236307779948,0.7323832015671002,2
3,6,16,175.88140869140625,,1
3,6,17,301.0658365885417,,1
3,6,20,131.3592529296875,41.19158801086099,3
3,6,21,65.05716959635417,,1
3,6,26,177.09936608208548,188.13150955310277,3
3,6,27,367.2708333333333,,1
3,6,108,135.53758748372397,,1
3,6,119,67.35574865341187,93.17581221676835,2
3,6,122,226.2680867513021,,1
3,6,123,154.83331235249838,121.35228794259541,4
3,6,124,273.5067545572917,,1
3,6,223,277.4221598307292,,1
3,6,323,198.8481241861979,235.24435005931042,2
3,8,1,48.13145906726519,67.64837645969662,2
3,8,2,195.24749755859375,,1
3,8,3,191.83833821614584,34.91093387135242,3
3,8,4,234.84625244140625,,1
3,8,5,162.12908935546875,,1
3,8,6,271.5818277994792,,1
3,8,7,165.42733764648438,,1
3,8,9,100.4906717936198,,1
3,8,14,201.51202138264975,112.23069372605671,4
3,8,24,203.59858873155383,113.29311834341188,3
3,8,26,13.913110521104601,9.424445290406643,3
3,8,27,328.65740966796875,,1
3,8,30,22.480708440144856,4.815926841011499,2
3,8,32,124.41821161905925,127.735605389947,4
3,8,38,39.43975067138672,35.452448994827556,2
3,8,39,52.48911073472764,32.490247603020414,3
3,8,40,35.58720842997233,23.135409102652893,10
3,8,41,58.496000183953164,40.81700450126084,12
3,8,42,103.49957762824165,113.09855871175789,15
3,8,44,101.4091295514788,62.05181181659348,7
3,8,45,83.69353246688843,101.09035413374858,8
3,8,48,195.39747789171005,130.312944554665,3
3,8,49,190.51741536458334,,1
3,8,50,47.94041951497396,,1
3,8,51,336.53074137369794,,1
3,8,54,161.46789218698228,92.96631745598808,56
3,8,113,252.4561564127604,,1
3,8,116,151.7130381266276,64.73320751013499,2
3,8,117,112.27108001708984,100.14045530243797,2
3,8,118,59.102263344658745,58.37808154778169,6
3,8,119,27.937416500515408,13.183535350310153,3
3,8,120,82.59108479817708,,1
3,8,121,196.42499415079752,220.11514468434842,2
3,8,122,27.9561874071757,31.0170917996221,4
3,8,123,153.45005708582258,89.78231368889499,34
3,8,136,41.88204129536946,32.473112325394,2
3,8,137,195.84541490342883,162.26863801352533,3
3,8,213,74.30799865722656,,1
3,8,217,62.7719980875651,,1
3,8,219,31.114194658067493,34.064470696178404,3
3,8,220,214.3862298329671,143.4295461283844,4
3,8,221,85.58023173014323,79.52598395001458,5
3,8,222,80.60874430338542,,1
3,8,223,138.7262646905307,87.96189860570672,29
3,8,225,70.94241841634114,,1
3,8,236,402.9560953776042,,1
3,8,237,46.60375086466471,17.131311503047268,2
3,8,318,64.9726053873698,37.03928907876165,4
3,8,319,23.514885703722634,19.796382093114357,8
3,9,2,39.640917460123696,,1
3,9,3,80.52191670735677,,1
3,9,7,185.78450520833334,,1
3,9,8,234.18649419148764,196.07046928897216,3
3,9,11,99.38092041015625,,1
3,9,201,29.91649881998698,,1
3,9,205,249.52775065104166,,1
3,9,210,159.5961710611979,,1
3,10,1,82.03458150227864,,1
3,10,2,20.025541464487713,20.900131474844088,2
3,10,3,181.68397013346356,135.70331247373824,5
3,10,4,289.4074869791667,116.57614194880483,5
3,10,7,0.8217500050862631,,1
3,10,10,85.64333089192708,,1
3,10,11,0.6415833632151285,,1
3,10,12,90.76486163669163,65.38019158485791,3
3,10,13,85.12608337402344,,1
3,10,14,116.53755993313261,94.48368671544344,3
3,10,106,136.81769137912326,53.56568423339838,3
3,10,206,170.6190219455295,120.78157052194315,3
3,11,3,160.16663614908853,109.59109950550538,5
3,11,4,125.52070617675781,25.785653215165496,2
3,11,8,35.790748596191406,,1
3,11,12,9.149833043416342,,1
3,11,13,209.64825439453125,,1
3,11,209,142.96233113606772,70.97041959274173,2
3,12,1,245.5275234646267,148.11976162815066,3
3,12,8,170.86191431681314,189.9812062783274,2
3,12,9,304.94179280598956,14.106832074719073,2
3,12,103,251.51924641927084,,1
3,12,107,146.68599446614584,,1
3,12,203,181.40433756510416,,1
3,13,2,33.625500996907554,,1
3,13,5,228.5252888997396,101.36653072785505,2
3,13,7,128.98488057454426,76.64557285437019,5
3,13,8,252.53690592447916,,1
3,13,9,111.64966837565103,45.007824241850244,2
3,13,10,117.71305677625868,23.93864474527209,3
3,14,1,60.28674793243408,72.18793932030269,2
3,14,5,184.92667643229166,,1
3,14,6,95.03650029500325,93.58652729875242,2
3,14,8,6.737500508626302,,1
3,14,104,179.59574381510416,166.13119349875387,2
3,14,109,344.0461832682292,,1
3,14,204,44.0044199625651,,1
3,15,1,37.27324930826823,,1
3,15,2,137.75341796875,,1
3,15,5,59.44075012207031,,1
3,15,6,59.145751953125,,1
3,15,104,141.31258138020834,,1
3,16,1,127.09503707885742,102.62523353746042,5
3,16,2,242.37625122070307,98.24467805335588,5
3,16,10,191.2583719889323,122.4849727627419,2
3,16,11,139.38150024414062,17.05459210046507,2
3,16,16,127.72725423177083,,1
3,16,17,210.70399475097656,145.1159790987222,2
3,16,18,186.53373209635419,64.04447285812662,14
3,16,20,183.11613972981772,95.03753981279252,3
3,16,103,73.47891743977864,,1
3,16,104,57.967915852864586,,1
3,16,107,150.42933146158853,137.4421110998473,2
3,16,108,239.9039103190104,195.73964994277128,2
3,16,109,259.5221252441406,31.947021650506308,2
3,16,113,244.2528856065538,68.05816867231046,6
3,16,115,93.08032910029094,127.81308002036697,2
3,16,119,245.67525227864584,,1
3,16,121,139.2240131166246,94.53670355050335,12
3,16,122,105.50006892946033,114.70889470590245,6
3,16,123,212.71942762895063,77.93712624593884,22
3,16,203,119.21316528320312,,1
3,16,204,279.0015157063802,144.55538780038466,2
3,16,205,138.8552356901623,94.21854171612918,7
3,16,207,270.28461201985675,145.90138955442856,2
3,16,208,158.84541829427084,,1
3,16,209,212.14650234646263,84.63556681392346,30
3,16,214,194.84375508626303,97.30166657167065,2
3,16,221,156.38941446940103,,1
3,16,308,187.33758544921875,94.48196463130739,2
3,16,321,139.17303665011536,81.6305156049943,34
3,17,24,184.69624837239584,,1
3,17,51,148.69194708930124,159.410393862032,3
3,17,52,165.7294921875,,1
3,17,54,73.7477518717448,,1
3,17,56,39.227081298828125,,1
3,17,57,111.92899576822917,,1
3,17,59,289.7548421223958,,1
3,17,60,233.0877482096354,,1
3,17,61,126.34108072916665,23.96406055590874,5
3,17,65,75.6729998588562,45.909757160304714,4
3,17,77,257.8909657796224,138.64072701052254,2
3,17,99,165.20800018310547,68.10209027789861,4
3,17,100,210.45843505859375,144.0790595032427,4
3,17,101,96.41333134969076,121.15472920959404,2
3,17,146,297.7744954427083,,1
3,17,147,392.5500081380208,,1
3,17,148,193.01200358072916,,1
3,17,158,229.16346232096356,67.2796306334528,2
3,17,162,395.1348470052083,,1
3,17,164,163.4028645470029,131.14255903998944,7
3,17,166,163.85133107503256,124.65542246125455,6
3,17,167,166.91821797688803,98.45630084960929,3
3,17,168,162.31840006510416,45.20775430012573,4
3,17,169,189.07591756184894,80.92884009445228,2
3,17,171,35.80083211263021,,1
3,17,175,90.4100850423177,,1
3,17,176,121.4127566019694,115.78862572509944,2
3,17,182,200.21741061740454,78.04380997662801,3
3,17,200,152.68818259045364,101.16832232486298,41
3,17,244,102.37005106608072,88.23723770630703,5
3,17,245,234.0464121500651,237.65292533966496,2
3,17,248,60.77974955240885,,1
3,17,258,119.04733276367188,35.82097474427743,2
3,17,262,35.1187489827474,,1
3,17,263,270.4048258463542,,1
3,17,264,223.7512919108073,133.55897965877807,2
3,17,266,261.058831108941,60.26647521626791,3
3,17,268,119.16358439127605,,1
3,17,269,4.2504167556762695,,1
3,17,270,43.27750142415365,,1
3,17,271,280.10158284505206,,1
3,17,275,120.89341227213542,,1
3,17,276,223.83349609375,104.01352005303407,2
3,17,282,175.7594197591146,,1
3,17,300,149.3197224934896,96.7722354404006,3
3,17,344,164.2039998372396,,1
3,17,346,264.9237467447917,,1
3,17,350,155.56401125590008,84.75311505700178,7
3,17,366,63.9034440782335,18.019821630016736,3
3,17,370,161.00570225370103,105.88843862108178,23
3,17,371,9.754666646321615,,1
3,17,444,43.36037317911784,5.128349403121982,2
3,17,445,164.21117146809897,47.66889758271086,2
3,17,448,165.52717081705728,,1
3,17,544,5.446750005086263,,1
3,17,545,246.56083170572916,,1
3,17,748,14.10675048828125,,1
3,27,2,211.4260050455729,,1
3,27,3,136.45591905381946,50.840281579672144,3
3,27,4,361.1248372395833,,1
3,27,5,391.4764811197917,,1
3,27,6,219.1364542643229,30.12091896353702,2
3,27,7,207.09496053059894,172.13790390489655,2
3,27,8,95.27274576822917,,1
3,27,9,98.17549641927083,,1
3,27,10,221.85441080729166,,1
3,27,13,237.24587504069012,49.338383829434385,4
3,27,21,355.3454081217448,56.51550085466024,2
3,27,80,87.31033325195312,,1
3,27,81,166.12672125124462,85.78838379782049,17
3,27,89,208.89825439453125,,1
3,27,95,90.53192138671875,,1
3,27,96,142.17394002278647,39.4364056890734,3
3,27,111,200.33334780962042,110.37707104786915,13
3,27,112,199.8533198038737,42.04538223157948,4
3,27,115,206.3584187825521,,1
3,27,212,193.005461913568,96.73170104741602,72
3,27,215,97.5300801595052,,1
3,27,312,238.59883553641185,86.21668481541907,7
3,27,411,155.89611858791773,100.24924117688066,12
3,37,31,195.86668650309244,98.79750380274602,4
3,37,39,159.47183329264323,84.76843244151178,5
3,37,118,258.7431640625,,1
3,37,119,381.2960611979167,,1
3,37,120,48.639668782552086,,1
3,37,125,353.6500651041667,,1
3,37,126,247.47892252604166,63.0725756235796,3
3,37,128,181.12088230678015,73.79730683011103,7
3,37,129,328.43145751953125,108.56710243059455,2
3,37,132,176.88903096516927,123.9910422065323,5
3,37,133,158.6912078857422,27.109825792718524,4
3,37,134,219.41911933535624,111.92948331891061,7
3,37,135,184.6415175726247,85.08576686641013,43
3,37,136,227.83378092447919,92.13085192429493,8
3,37,137,187.44730490225334,125.09499350234474,9
3,37,138,76.38883463541666,26.66865194500474,2
3,37,140,276.85308837890625,,1
3,37,141,267.5500933329264,148.6236941715867,4
3,37,142,294.91882324218756,76.60806269235987,6
3,37,143,205.96844228108725,59.360833748985584,4
3,37,173,93.60750325520833,,1
3,37,184,197.7120869954427,113.52244185846443,4
3,37,185,171.20102606879342,171.9774390092468,3
3,37,186,305.8940836588542,,1
3,37,188,98.10508219401042,,1
3,37,190,206.80812174479166,90.73346743985672,5
3,37,191,257.64401880900067,105.24284936923748,8
3,37,192,231.07715861002606,127.2881303794513,8
3,37,193,211.76004262556114,126.08635445201934,19
3,37,218,227.80816650390625,94.67099830450057,2
3,37,219,68.05441792805989,,1
3,37,226,271.82054646809894,26.663285920643908,2
3,37,227,26.559292475382488,18.9426243551119,2
3,37,228,228.13804608299617,124.21070081027848,7
3,37,229,182.32237243652344,104.15559022347693,2
3,37,232,221.38503165678546,108.13958507009941,11
3,37,233,198.37003835042316,134.92500864024674,4
3,37,234,260.9793701171875,173.53337234731754,2
3,37,235,186.66583159475613,121.46649098771238,11
3,37,236,250.00509134928387,73.49683899727738,8
3,37,237,287.2064141167535,48.68794596689098,3
3,37,238,210.0134829566592,144.73794378670365,7
3,37,240,327.13987223307294,107.72269447916786,2
3,37,241,134.39458211263022,,1
3,37,242,150.6961669921875,,1
3,37,243,175.95302124023436,58.656215110536856,5
3,37,274,231.40608723958334,172.75928377142876,2
3,37,283,254.2127482096354,118.8042787381711,4
3,37,284,197.58125229676565,135.85981353316987,8
3,37,285,76.95116678873698,,1
3,37,288,214.76361974080402,161.9084028116415,4
3,37,290,232.22383626302084,113.47438415709244,4
3,37,291,228.82971235634625,86.10611644213292,23
3,37,292,97.0294175863266,76.53315008174508,5
3,37,317,146.2689208984375,,1
3,37,320,251.1065877278646,,1
3,37,329,136.16277398003476,54.109027331384624,3
3,37,338,300.96616617838544,,1
3,37,340,246.4400838216146,61.55792265300892,3
3,37,341,247.07523600260419,53.434529478833205,4
3,37,342,284.206298828125,37.32327454568872,2
3,37,343,119.46958605448405,85.68071218408389,4
3,37,374,164.43527221679688,128.7537759788359,3
3,37,375,290.17966715494794,,1
3,37,383,252.9594767888387,172.24004811360678,4
3,37,384,263.8407928466797,93.21030008464089,15
3,37,388,267.64012145996094,152.47820768012778,2
3,37,390,227.45197550455728,54.18313597625952,3
3,37,391,232.37214152018228,134.1524394093398,4
3,37,392,197.35757039388022,87.5675960872883,5
3,37,417,159.90085940890842,97.19712228063955,6
3,37,419,119.41724650065105,,1
3,37,426,167.43258666992188,,1
3,37,429,242.1176537407769,99.15877344225144,6
3,37,440,209.09573109944662,87.72837989970778,4
3,37,441,100.88778686523438,116.04252103792736,2
3,37,442,290.65426974826386,147.88507816862193,3
3,37,443,210.27813212076825,82.47506326351375,20
3,37,483,284.17919921875,48.58407087952854,2
3,37,484,189.10385640462238,92.62608893794621,4
3,37,486,258.3423665364583,38.655784523177886,5
3,37,493,262.6586507161458,46.6226281583966,4
3,37,517,240.9813741048177,26.44231505152311,2
3,37,529,205.25447591145831,89.09270581303899,4
3,37,542,120.37883249918622,28.892011394816365,4
3,37,583,218.36195627848306,159.59504154362293,6
3,37,593,231.03644677770058,103.5258064048147,57
3,37,642,142.1740926106771,,1
3,37,674,207.205078125,,1
4,1,13,63.45091756184896,,1
4,2,2,22.526583353678387,,1
4,2,3,87.1886001586914,79.72625116061175,5
4,2,5,83.6965840657552,,1
4,2,6,119.23174540201822,37.88513182296392,2
4,3,11,73.81522295210097,57.12912496465156,12
4,3,312,158.53210957845053,87.4758591388521,3
4,3,412,366.7257486979167,,1
4,9,3,135.79404391182797,108.35215252212969,6
4,9,7,137.787798055013,52.227251973000335,5
4,9,106,44.2522767384847,42.30324222821179,3
4,12,2,69.8854734632704,36.41247597491976,3
4,12,4,146.20934041341147,,1
4,12,101,14.894750118255615,16.48089122158351,2
5,1,1,121.5385815278448,89.82630738188915,33
5,1,2,195.8447062174479,71.86755046826046,4
5,1,3,185.94571855333115,135.40870866803573,3
5,1,5,176.4724329168146,96.09025112928363,11
5,1,14,148.7457273978371,91.2416185420464,37
5,1,16,179.93085013495553,107.97766652231789,9
5,1,106,237.0941365559896,177.3911266651362,2
5,1,107,146.7434767314366,103.98143065892262,14
5,1,108,202.59089260236593,79.17060042484239,47
5,1,109,133.42065514458548,75.32731961402305,9
5,1,110,139.04384782579208,122.25276743705473,6
5,1,111,81.9600617090861,144.36236485345276,4
5,1,112,112.06844914754231,68.96590011692491,5
5,1,113,110.79239350273495,98.84376556644493,7
5,1,206,143.23338996039496,121.97529986670003,3
5,1,207,130.62642590204877,75.75412631626828,8
5,1,208,170.49113998413083,73.32887297560947,10
5,1,209,174.92304026285802,102.84163464111047,10
5,1,210,191.51383145650226,129.69050137515774,4
5,1,308,232.18512980143228,87.90105458733424,4
5,1,309,149.39545004897647,108.41062853773894,24
5,1,310,149.25557546904594,67.51668833220971,11
5,1,313,81.8139139811198,,1
5,1,409,150.94349543253583,111.39746010377492,5
5,1,410,192.29677789861506,113.8259141352632,22
5,1,413,306.29616292317706,,1
5,1,613,166.58224487304688,,1
5,4,6,25.929583231608074,,1
5,5,104,168.07899729410806,140.23836006108397,2
5,6,111,350.4243977864583,,1
5,7,3,151.58175093332926,154.27185030648013,5
5,8,301,302.2060852050781,38.277347922591225,2
5,9,2,236.80083465576172,154.77664750324234,4
5,10,9,174.7105712890625,,1
5,10,104,397.5011800130208,,1
5,10,212,350.23583984375,,1
5,12,101,336.1615804036458,,1
5,12,203,363.8832600911458,,1
5,14,2,176.7535383436415,109.42109470601899,9
5,14,10,38.084999084472656,,1
5,14,103,123.32418627616688,95.40093202066109,13
5,14,107,52.74250237147014,67.11610423297839,2
5,14,108,280.56683349609375,,1
6,1,1,118.00908470153809,150.64148732939444,4
6,1,2,182.84221848987394,143.99353921072984,7
6,1,3,188.67539723714194,121.21298389667626,6
6,1,4,206.24716186523438,112.8365685638831,3
6,1,5,248.6850789388021,80.52768301857772,2
6,1,6,200.768798828125,7.0118545242807615,2
6,1,7,194.0850341796875,95.83123760524143,10
6,1,8,164.95508151584204,130.82154122868633,9
6,1,9,58.269002278645836,,1
6,1,10,137.7296367958188,108.37198486410387,8
6,1,11,139.43991427951389,36.75679910828143,6
6,1,12,136.93238321940103,77.94358366438279,5
6,1,13,72.85688951280382,59.18124952518919,3
6,1,14,194.6628697713216,204.2456077741481,2
6,1,15,82.92385609944662,19.808958394319628,4
6,1,16,172.28436497279577,100.80152814874414,7
6,1,17,168.9069620768229,116.4880789807771,9
6,1,18,177.84506162007648,138.89929409610434,4
6,1,19,131.90462917751736,66.14686674399388,9
6,1,20,85.89353579566591,33.44518819440901,7
6,1,21,176.92604064941406,92.9396513482607,4
6,1,22,77.69069976806641,32.054054186237245,5
6,1,23,121.28664668401083,88.09878607459879,8
6,1,24,170.47137451171875,25.593202837453052,2
6,1,25,181.03028564453126,114.23918083059587,5
6,1,27,209.030522664388,148.4387428467978,5
6,1,28,190.09576431428545,89.96793892237973,33
6,1,29,124.57041524251304,61.26371319768202,5
6,1,31,251.0011494954427,149.87986113207216,5
6,1,32,182.49259440104166,,1
6,1,33,85.18858337402344,18.10652708786197,2
6,1,35,198.98777378929984,175.0602235010236,6
6,1,126,171.52088470458986,109.88385053524613,10
6,1,130,156.81017049153647,116.79341357644192,3
6,1,230,156.40437270655775,106.96590372498999,11
6,1,234,214.59149169921875,,1
6,2,2,119.76431636810302,68.13444244535177,5
6,2,3,83.89883422851562,,1
6,2,4,73.81500244140625,,1
6,2,5,351.56005859375,,1
6,2,101,51.33266597323947,64.73942996097128,3
6,2,107,149.76712036132812,202.27761114675855,2
6,2,108,0.5448333422342936,,1
6,3,2,58.01874923706055,22.36342981895095,2
6,4,10,205.24904378255206,234.37249338273512,2
6,4,11,2.1187499364217124,,1
6,5,2,113.166748046875,,1
6,5,5,207.1124267578125,,1
6,6,4,155.12158203125,,1
6,9,5,46.72241719563802,,1
6,9,11,326.38649495442706,,1
6,10,8,103.86300150553386,80.59983094467795,3
6,10,9,71.2725830078125,,1
6,11,2,189.04326266334172,122.53526274702017,7
6,11,3,68.15483093261719,,1
6,11,5,316.8319905598958,,1
6,11,104,262.0885009765625,,1
6,12,4,272.3125,,1
6,12,6,99.57816823323567,30.434345856949616,2
7,1,1,184.71708170572916,,1
7,1,2,164.4968719482422,3.80428828688849,2
7,1,3,24.38574981689453,11.06633909178866,2
7,1,4,211.3847147623698,28.91707369668172,2
7,1,5,304.50286865234375,145.2389444961057,2
7,1,6,114.62816365559895,,1
7,1,7,101.34291585286458,,1
7,1,8,166.99032447451637,88.88226070037103,7
7,1,9,123.79826863606772,122.7805150586003,4
7,1,10,185.3068339029948,67.33294561007787,2
7,1,11,189.16166178385416,,1
7,1,12,149.70918782552084,68.13175908739284,4
7,1,13,181.9681357258842,171.51811005375205,7
7,1,14,221.82366943359375,73.01867281102373,2
7,1,15,158.0123748779297,21.49798395901314,2
7,1,16,271.12994384765625,116.7320343565834,3
7,1,17,144.80091669718425,75.95148913642133,25
7,1,18,48.195498148600265,2.6245433747528835,2
7,1,20,162.69238705105252,78.60991145673368,6
7,1,22,65.06847296820747,28.8267980376323,3
7,1,23,215.73382568359375,15.415393940293788,2
7,1,24,122.16208224826387,99.86913824455489,3
7,1,26,3.581000010172526,,1
7,1,27,146.48465983072916,,1
7,1,29,94.17137781778972,117.99638509646587,2
7,1,121,237.8170878092448,89.66044068881368,2
7,1,128,143.57500203450522,,1
7,1,221,125.2855405807495,81.48906843122184,4
7,1,225,233.62828776041664,80.19608393618331,5
7,2,1,311.46925862630206,,1
7,2,2,68.41800006230672,92.76474939518616,2
7,3,1,304.9090983072917,,1
7,3,2,220.06075032552084,,1
7,4,2,37.52149963378906,,1
7,4,4,254.81576029459637,143.30863591782932,2
7,4,101,53.89041646321615,,1
7,4,103,67.84458414713542,,1
7,4,201,219.07174682617188,99.80924457796337,4
7,5,101,95.13475290934245,55.456973425806666,2
7,6,1,89.9120421409607,121.90137962514426,2
8,1,5,168.28127161661783,97.17807455220346,4
8,1,6,174.8172607421875,,1
8,1,7,193.01497734917538,107.25983633023841,3
8,1,9,144.0380859375,,1
8,1,10,280.8079121907552,130.55912747697172,2
8,1,11,123.83157071471213,73.46030589471573,8
8,1,12,234.3812459309896,,1
8,1,13,15.425666809082031,,1
8,1,14,163.51765950520834,,1
8,1,17,107.6814359029134,26.7228836425018,4
8,1,19,366.590576171875,,1
8,1,20,91.47316487630208,,1
8,1,21,251.75091552734375,,1
8,1,22,245.66868845621744,189.52838565500835,3
8,1,23,241.49874369303387,108.54583254582926,2
8,1,24,123.82649739583333,,1
8,1,26,260.4624440511068,83.98571341185976,10
8,1,28,178.5718248155382,63.23051403528926,9
8,1,29,188.64706087112427,127.69818660548961,4
8,1,132,114.84408569335938,,1
8,1,332,125.80640836556753,123.66404803347753,8
8,2,2,186.95063951280383,62.39033462952814,3
8,2,3,224.10400390625,,1
8,2,5,197.5769246419271,,1
8,2,9,0.1477500001589457,,1
8,2,10,93.74981731838649,53.67882529644848,6
8,2,11,97.94677988688152,87.76590922320104,3
8,2,17,85.46779123942056,46.402289252101866,2
